Date,Close,Open,High,Low,Volume
2020-01-31,204.24499885345318,202.20254886491864,210.37234881905678,198.11764888784958,90731196
2020-02-29,173.38754389373688,171.65366845479952,178.58917021054899,168.18591757692477,30770239
2020-03-31,145.4465671170138,143.99210144584367,149.80996413052424,141.0831701035034,74471584
2020-04-30,143.33651463236782,141.90314948604416,147.63661007133885,139.0364191933968,83443774
2020-05-31,154.29868858765494,152.75570170177838,158.92764924528458,149.6697279300253,60219720
2020-06-30,156.92466075804114,155.35541415046072,161.6324005807824,152.2169209352999,97338760
2020-07-31,163.22500550828966,161.59275545320676,168.12175567353836,158.32825534304095,98004214
2020-08-31,167.27608502462425,165.603324174378,172.29436757536297,162.25780247388553,21822897
2020-09-30,173.7866929929235,172.04882606299427,179.0002937827112,168.5730922031358,99916869
2020-10-31,177.4657041022862,175.69104706126333,182.78967522535478,172.1417329792176,53844821
2020-11-30,176.9838906988017,175.2140517918137,182.29340741976577,171.67437397783763,71898703
2020-12-31,190.21602065235246,188.31386044582894,195.92250127192304,184.50954003278187,74442502
2021-01-31,221.7994286122475,219.58143432612502,228.45341147061495,215.14544575388007,38381489
2021-02-28,225.09336762695992,222.84243395069032,231.8461686557687,218.34056659815113,76444718
2021-03-31,234.01415121833725,231.67400970615387,241.03457575488736,226.99372668178714,32639494
2021-04-30,225.45506141263982,223.20051079851342,232.21871325501903,218.69140957026062,32194767
2021-05-31,228.38472880614387,226.10088151808242,235.2362706703282,221.53318694195954,83222458
2021-06-30,232.22102132869912,229.89881111541214,239.1876519685601,225.25439068883816,74580186
2021-07-31,246.58173349586832,244.11591616090965,253.97918550074436,239.18428149099228,76319183
2021-08-31,241.68363310248856,239.26679677146367,248.93414209556323,234.43312410941388,21794749
2021-09-30,245.48098721189672,243.02617733977775,252.84541682825363,238.1165575955398,34532161
2021-10-31,227.44545430282795,225.17099975979968,234.2688179319128,220.62209067374312,72572428
2021-11-30,220.9174176445524,218.70824346810687,227.54494017388896,214.2898951152158,40689421
2021-12-31,249.53801537596286,247.04263522220322,257.0241558372417,242.05187491468396,79804903
2022-01-31,227.84577174419616,225.5673140267542,234.68114489652206,221.01039859187026,76043835
2022-02-28,243.1213836236243,240.69016978738804,250.41502513233303,235.82774211491557,38439213
2022-03-31,223.1470412839178,220.91557087107861,229.84145252243533,216.45263004540024,47828136
2022-04-30,210.69094972061484,208.5840402234087,217.01167821223328,204.3702212289964,45359170
2022-05-31,184.29275777859013,182.44983020080423,189.82154051194783,178.76397504523243,83936947
2022-06-30,186.56657968633553,184.70091388947216,192.1635770769256,180.96958229574545,52436669
2022-07-31,168.94901127528695,167.25952116253407,174.01748161354556,163.88054093702834,92657748
2022-08-31,168.98524890781965,167.29539641874146,174.05480637505426,163.91569144058505,82068690
2022-09-30,169.22016883690785,167.52796714853878,174.29677390201508,164.14356377180061,23303682
2022-10-31,143.34702138282748,141.9135511689992,147.6474320243123,139.04661074134265,21076628
2022-11-30,134.6888368762896,133.3419485075267,138.72950198257828,130.6481717700009,71886509
2022-12-31,143.24870140138086,141.81621438736704,147.54616244342228,138.95124035933944,52778953
2023-01-31,142.28193004895084,140.85911074846132,146.55038795041938,138.0134721474823,81598668
2023-02-28,153.9120773961651,152.37295662220345,158.52943971805007,149.29471507428013,25406942
2023-03-31,159.13358529536248,157.54224944240886,163.90759285422337,154.3595777365016,33412443
2023-04-30,163.91497895930976,162.27582916971667,168.83242832808907,158.99752959053046,55082144
2023-05-31,176.1922897110065,174.43036681389646,181.4780584023367,170.90652101967632,27213490
2023-06-30,180.7610467815451,178.95343631372964,186.18387818499147,175.33821537809874,24333637
2023-07-31,182.56188523753147,180.73626638515614,188.03874179465743,177.08502868040551,73013226
2023-08-31,203.1949807027924,201.16303089576448,209.2908301238762,197.09913128170862,86319039
2023-09-30,213.24033616569963,211.10793280404263,219.63754625067062,206.84312608072864,45106832
2023-10-31,217.04679401844135,214.87632607825694,223.5581978389946,210.5353901978881,54847866
2023-11-30,212.70955381739157,210.58245827921766,219.0908404319133,206.32826720286982,37676922
2023-12-31,242.9118756746368,240.48275691789044,250.19923194487592,235.6245194043977,38131050
2024-01-31,339.5979126442161,336.2019335177739,349.7858500235426,329.40997526488957,89598850
2024-02-29,348.6046339457565,345.11858760629895,359.06277296412924,338.1464949273838,88828315
2024-03-31,340.0380328470374,336.63765251856705,350.23917383244856,329.83689186162627,27367673
2024-04-30,344.0474961032605,340.6070211422279,354.3689209863584,333.7260712201627,28944577
2024-05-31,363.20749462073104,359.57541967452374,374.103719459353,352.3112697821091,78291510
2024-06-30,339.57926975668573,336.1834770591189,349.7666478493863,329.3918916639852,33946409
2024-07-31,368.58360388631286,364.8977678474497,379.6411120029023,357.52609576972344,43584118
2024-08-31,403.0765703822574,399.0458046784348,415.16886749372514,390.98427327078963,36150773
2024-09-30,390.2658611665542,386.36320255488863,401.97383700155086,378.55788533155754,88703176
2024-10-31,376.33580350641734,372.57244547135315,387.62587761160984,365.04572940122483,24500543
2024-11-30,430.68495823859547,426.3781086562095,443.6055069857533,417.7644094914376,93779613
2024-12-31,429.2840449606525,424.991204511046,442.1625663094721,416.40552361183296,31223354
2025-01-31,431.3861805265403,427.0723187212749,444.3277659423365,418.44459511074405,74459367
2025-02-28,445.7016536776494,441.2446371408729,459.0727032879789,432.3306040673199,40789499
2025-03-31,412.2645418233474,408.14189640511387,424.6324780780478,399.8966055686469,39070482
2025-04-30,423.3818277827219,419.14800950489473,436.0832826162036,410.6803729492403,33385101
2025-05-31,435.0866702544378,430.7358035518934,448.139270362071,422.03407014680465,51482512
2025-06-30,495.4024629999562,490.4484383699566,510.2645368899549,480.54038910995746,44368155
2025-07-31,482.45988341427443,477.63528458013167,496.93367991670266,467.9860869118462,45887339
2025-08-31,496.30762883031406,491.3445525420109,511.1968576952235,481.4183999654046,38074500
2025-09-30,502.21305867382614,497.19092808708785,517.2794504340409,487.14666691361134,53328281
2025-10-31,473.5494533308442,468.81395879753575,487.7559369307695,459.34296973091887,81432217
