Date,Close,Open,High,Low,Volume
1995-01-31,5.100622168447228,4.998609725078284,5.304647055185117,4.896597281709339,32613901
1995-02-28,5.948399256302613,5.829431271176561,6.186335226554718,5.7104632860505085,19025397
1995-03-31,6.124329697075908,6.001843103134389,6.369302884958944,5.8793565091928714,18621240
1995-04-30,6.166451039791062,6.043122018995241,6.413109081382705,5.919792998199419,23307798
1995-05-31,6.346951783824735,6.22001274814824,6.600829855177724,6.093073712471745,30004048
1995-06-30,6.6934411514514585,6.559572328422429,6.961178797509517,6.4257035053933995,32176230
1995-07-31,6.756210191865652,6.621085988028338,7.026458599540278,6.4859617841910255,20974322
1995-08-31,7.294244613604481,7.148359721332391,7.58601439814866,7.002474829060302,37983351
1995-09-30,7.273600005015779,7.128128004915463,7.56454400521641,6.982656004815148,40599608
1995-10-31,7.956878357223028,7.797740790078567,8.275153491511949,7.6386032229341065,27658883
1995-11-30,8.27869247139684,8.113118621968903,8.609840170252713,7.947544772540965,46104143
1995-12-31,7.484486770452273,7.334797035043228,7.783866241270364,7.185107299634182,26465430
1996-01-31,9.064568106307455,8.883276744181305,9.427150830559754,8.701985382055156,31814925
1996-02-29,9.03125154922296,8.850626518238501,9.392501611191879,8.67000148725404,24299764
1996-03-31,8.799917083161732,8.623918741498498,9.151913766488201,8.447920399835263,10317856
1996-04-30,9.284539124717112,9.09884834222277,9.655920689705797,8.913157559728427,27932290
1996-05-31,9.38701015296284,9.199269949903584,9.762490559081355,9.011529746844326,35612669
1996-06-30,9.714003630386518,9.519723557778788,10.102563775601979,9.325443485171057,23378203
1996-07-31,10.203176821755608,9.999113285320496,10.611303894625832,9.795049748885384,27260109
1996-08-31,10.215560360100989,10.01124915289897,10.624182774505028,9.80693794569695,20473926
1996-09-30,10.982441918727515,10.762793080352965,11.421739595476616,10.543144241978414,13640042
1996-10-31,11.937838006361131,11.69908124623391,12.415351526615577,11.460324486106686,20588657
1996-11-30,11.071844391735214,10.85040750390051,11.514718167404622,10.628970616065805,27595953
1996-12-31,11.730955552445202,11.496336441396299,12.200193774543012,11.261717330347393,36804045
1997-01-31,11.497799796207959,11.2678438002838,11.957711788056278,11.03788780435964,30404316
1997-02-28,11.701889964641035,11.467852165348214,12.169965563226677,11.233814366055393,37582926
1997-03-31,12.00842359482196,11.76825512292552,12.488760538614837,11.528086651029081,45326345
1997-04-30,12.684845130232361,12.431148227627714,13.192238935441656,12.177451325023066,25131787
1997-05-31,13.324694826157833,13.058200929634676,13.857682619204146,12.79170703311152,25736844
1997-06-30,13.392842379067481,13.124985531486132,13.928556074230181,12.857128683904781,26814676
1997-07-31,13.74592968017194,13.4710110865685,14.295766867378818,13.196092492965063,14292097
1997-08-31,13.766235364208015,13.490910656923853,14.316884778776336,13.215585949639694,45509955
1997-09-30,14.815626441929819,14.519313913091223,15.408251499607012,14.223001384252626,18797886
1997-10-31,14.322507582932383,14.036057431273735,14.895407886249679,13.749607279615088,38780205
1997-11-30,15.050374224483084,14.749366739993423,15.652389193462408,14.44835925550376,35701886
1997-12-31,15.746286915626536,15.431361177314004,16.376138392251598,15.116435439001474,34623167
1998-01-31,16.52164314542526,16.191210282516753,17.18250887124227,15.860777419608247,38835189
1998-02-28,15.167221627283352,14.863877194737684,15.773910492374686,14.560532762192018,21822010
1998-03-31,15.614531494174674,15.30224086429118,16.23911275394166,14.989950234407686,14230621
1998-04-30,15.935963351811973,15.617244084775733,16.57340188588445,15.298524817739493,15029812
1998-05-31,16.29585210138088,15.969935059353263,16.947686185436115,15.644018017325644,35687960
1998-06-30,16.860342359737853,16.523135512543096,17.534756054127367,16.18592866534834,32819431
1998-07-31,16.1931979429015,15.869333984043468,16.84092586061756,15.545470025185438,45414805
1998-08-31,16.5754889339501,16.2439791552711,17.238508491308107,15.912469376592096,30685796
1998-09-30,17.44187638101153,17.0930388533913,18.139551436251992,16.744201325771066,29385628
1998-10-31,18.178768527541646,17.815193156990812,18.905919268643313,17.45161778643998,14386431
1998-11-30,17.530732269273198,17.180117623887735,18.231961560044127,16.82950297850227,23792508
1998-12-31,18.43857982426915,18.069808227783767,19.176123017239917,17.701036631298386,32907179
1999-01-31,20.36371986424686,19.956445466961924,21.178268658816737,19.549171069676984,36429902
1999-02-28,22.168158983792708,21.72479580411685,23.054885343144417,21.281432624441,47407534
1999-03-31,24.783286989310387,24.28762124952418,25.774618468882803,23.79195550973797,20282387
1999-04-30,28.2511980565091,27.686174095378917,29.381245978769464,27.121150134248737,10230050
1999-05-31,29.945727819111728,29.346813262729494,31.143556931876198,28.747898706347257,27783957
1999-06-30,32.39723767975098,31.74929292615596,33.69312718694102,31.10134817256094,40218838
1999-07-31,36.97864638323358,36.23907345556891,38.457792238562924,35.49950052790424,29081395
1999-08-31,35.70026523973048,34.986259934935866,37.1282758493197,34.272254630141255,46738684
1999-09-30,36.50119251633679,35.771168666010055,37.96124021699027,35.04114481568332,26721549
1999-10-31,41.478798150808494,40.649222187792326,43.13795007684084,39.81964622477615,19105321
1999-11-30,44.14682975758452,43.26389316243283,45.9127029478879,42.38095656728114,42944353
1999-12-31,46.62874851915153,45.6961735487685,48.49389845991759,44.76359857838547,48136739
2000-01-31,44.47127172359868,43.58184628912671,46.25012259254263,42.692420854654735,29423218
2000-02-29,39.505295736233165,38.7151898215085,41.08550756568249,37.92508390678384,47588211
2000-03-31,39.894885970191034,39.09698825078721,41.490681408998675,38.29909053138339,28303658
2000-04-30,39.275960603235205,38.4904413911705,40.84699902736462,37.70492217910579,18040696
2000-05-31,40.16786125917624,39.364504033992716,41.77457570954329,38.56114680880919,43372316
2000-06-30,38.719167863017326,37.94478450575698,40.26793457753802,37.17040114849663,20672382
2000-07-31,34.51115719701408,33.8209340530738,35.891603484894645,33.13071090913351,43709820
2000-08-31,33.90535372783527,33.22724665327856,35.26156787694868,32.54913957872186,44718149
2000-09-30,33.30896562393373,32.642786311455055,34.64132424889108,31.97660699897638,12713781
2000-10-31,30.72607490702033,30.11155340887992,31.955117903301144,29.497031910739516,22267004
2000-11-30,29.77795728233031,29.1823981366837,30.969075573623524,28.586838991037094,46083977
2000-12-31,27.287329800762517,26.741583204747265,28.37882299279302,26.195836608732016,48939119
2001-01-31,18.698382718530727,18.324415064160114,19.446318027271957,17.950447409789497,33588347
2001-02-28,16.982087829858138,16.642446073260974,17.661371343052465,16.30280431666381,43330119
2001-03-31,17.035942520920432,16.695223670502024,17.71738022175725,16.354504820083616,17550875
2001-04-30,17.533409819281353,17.182741622895726,18.234746212052606,16.8320734265101,20485431
2001-05-31,16.203762290540176,15.879687044729373,16.851912782161783,15.55561179891857,31882422
2001-06-30,16.377149504765793,16.049606514670476,17.032235484956423,15.72206352457516,15080221
2001-07-31,15.718713182194891,15.404338918550993,16.347461709482687,15.089964654907096,44930911
2001-08-31,15.413108844184373,15.104846667300686,16.02963319795175,14.796584490416997,13594254
2001-09-30,15.110083338537422,14.807881671766673,15.71448667207892,14.505680004995924,36896371
2001-10-31,14.415684184325377,14.12737050063887,14.992311551698393,13.839056816952361,14375555
2001-11-30,13.988271477008196,13.708506047468031,14.547802336088525,13.428740617927867,48595793
2001-12-31,14.067311296091553,13.785965070169722,14.630003747935216,13.50461884424789,24557566
2002-01-31,13.045493724509747,12.784583850019551,13.567313473490136,12.523673975529357,41374611
2002-02-28,13.340619922445859,13.07380752399694,13.874244719343693,12.806995125548024,36027574
2002-03-31,12.214533360425389,11.97024269321688,12.703114694842405,11.725952026008372,12019711
2002-04-30,12.022271508006963,11.781826077846823,12.503162368327242,11.541380647686683,44646067
2002-05-31,11.915562949764363,11.677251690769076,12.392185467754938,11.438940431773787,20168484
2002-06-30,11.292818629792118,11.066962257196275,11.744531374983803,10.841105884600433,40009650
2002-07-31,10.579780063167505,10.368184461904153,11.002971265694205,10.156588860640804,45673021
2002-08-31,10.925559586637295,10.707048394904549,11.362581970102788,10.488537203171802,46622430
2002-09-30,9.604354635535202,9.412267542824498,9.98852882095661,9.220180450113794,30297039
2002-10-31,9.304878094521769,9.118780532631334,9.67707321830264,8.932682970740897,47999107
2002-11-30,9.703395537877826,9.50932762712027,10.09153135939294,9.315259716362712,11382319
2002-12-31,8.32899889097865,8.162418913159076,8.662158846617796,7.995838935339503,42006824
2003-01-31,8.987488759519037,8.807738984328656,9.346988309899798,8.627989209138276,35641410
2003-02-28,9.454475820016322,9.265386303615996,9.832654852816976,9.076296787215668,40456692
2003-03-31,9.775542214835085,9.580031370538382,10.166563903428488,9.384520526241682,37423898
2003-04-30,9.19140408467152,9.00757600297809,9.559060248058382,8.823747921284658,39528196
2003-05-31,10.11428634622689,9.912000619302352,10.518857800075967,9.709714892377814,46560206
2003-06-30,10.643324518521753,10.430458028151318,11.069057499262623,10.217591537780883,43841146
2003-07-31,10.589244055532175,10.377459174421531,11.012813817753463,10.165674293310888,23758146
2003-08-31,10.374127580385178,10.166645028777474,10.789092683600586,9.95916247716977,32749929
2003-09-30,11.01135494462717,10.791127845734627,11.451809142412257,10.570900746842083,28416518
2003-10-31,10.84052162371034,10.623711191236133,11.274142488658754,10.406900758761925,15719874
2003-11-30,11.805582760072582,11.56947110487113,12.277806070475485,11.333359449669679,25641765
2003-12-31,11.485923027853975,11.256204567296894,11.945359948968134,11.026486106739815,21822303
