Date,Close,Open,High,Low,Volume
2020-01-31,65.08519959320644,64.43434759727438,67.03775558100263,63.132643605410244,94184716
2020-02-29,58.75322664402187,58.16569437758165,60.515823443342526,56.99062984470122,63862680
2020-03-31,54.79535913855326,54.24740554716772,56.43921991270986,53.15149836439666,52441184
2020-04-30,54.793538685552086,54.245603298696565,56.43734484611865,53.149732524985524,20515229
2020-05-31,62.15952547827686,61.537930223494094,64.02431124262517,60.29473971392856,22539982
2020-06-30,69.08157494813439,68.39075919865304,71.15402219657842,67.00912769969035,35225406
2020-07-31,72.14590823247956,71.42444915015476,74.31028547945394,69.98153098550517,23514697
2020-08-31,78.21167376321361,77.42955702558147,80.55802397611002,75.8653235503172,92089695
2020-09-30,85.25033573178425,84.3978323744664,87.80784580373778,82.69282565983072,83776723
2020-10-31,88.02149921071806,87.14128421861088,90.6621441870396,85.38085423439652,91714766
2020-11-30,86.98286245864209,86.11303383405567,89.59234833240136,84.37337658488282,42342673
2020-12-31,100.05797784411996,99.05739806567875,103.05971717944357,97.05623850879635,36971270
2021-01-31,107.5501536889944,106.47465215210445,110.77665829966423,104.32364907832456,70792745
2021-02-28,117.11499419062187,115.94384424871565,120.62844401634052,113.60154436490322,57753227
2021-03-31,119.01982298229524,117.82962475247228,122.5904176717641,115.44922829282638,78235416
2021-04-30,117.86486287289908,116.68621424417009,121.40080875908606,114.3289169867121,66354656
2021-05-31,119.17667647293848,117.9849097082091,122.75197676712664,115.60137617875033,99355070
2021-06-30,119.9583561555977,118.75877259404172,123.55710684026563,116.35960547092976,98124129
2021-07-31,121.47123214622073,120.25651982475853,125.11536911060735,117.82709518183411,39137086
2021-08-31,124.2255462607776,122.98329079816983,127.95231264860094,120.49877987295427,42355389
2021-09-30,123.3069557455126,122.07388618805747,127.00616441787798,119.60774707314721,51460899
2021-10-31,131.32217397906373,130.0089522392731,135.26183919843564,127.38250875969182,87049020
2021-11-30,128.0600671043231,126.77946643327988,131.9018691174528,124.21826509119342,79258504
2021-12-31,128.31770648585245,127.03452942099393,132.16723768042803,124.46817529127688,30702835
2022-01-31,134.7032847993366,133.3562519513432,138.74438334331668,130.6621862553565,99317864
2022-02-28,116.31239902172487,115.14927503150763,119.80177099237662,112.82302705107313,42566017
2022-03-31,104.6030970531219,103.55706608259068,107.74118996471556,101.46500414152824,40587189
